offset,table,text_en,speaker
STR_DIALOGS_TOWN_AP_COMBAT_D2_JIVAN_1,texts_DIALOGS,...,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D2_JIVAN_2,texts_DIALOGS,Listen to me carefully...,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D2_JIVAN_3,texts_DIALOGS,"It is difficult to explain, so be prepared to alert your soldiers when I give the signal. We don't have much time.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D3_JIVAN_1,texts_DIALOGS,"A few days before your arrival, a substance that I was able to identify as hostile agents fell upon Hafin.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D3_JIVAN_2,texts_DIALOGS,"To ward them off, I created a barrier around the entire city that has kept us safe. I had hoped they would eventually leave, but something appears to be keeping them here.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D3_JIVAN_3,texts_DIALOGS,"My power is starting to wane, so it won't be long until they arrive.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D3_JIVAN_4,texts_DIALOGS,"Be careful. Whatever they are, they weren't brought here by the Valkyries.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D3_JIVAN_5,texts_DIALOGS,I can't hold it much longer...,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D4_EDIL_1,texts_DIALOGS,Old man...?,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D5_JIVAN_1,texts_DIALOGS,I... _1000_ can't..._2000_ hold...,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D6_EDIL_1,texts_DIALOGS,What?!,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D7_SOLDIERS_1,texts_DIALOGS,AH! MONSTERS!,SOLDIERS
STR_DIALOGS_TOWN_AP_COMBAT_D8_BRIGARD_1,texts_DIALOGS,"SOLDIERS, DEFEND THE CITY!",BRIGARD
STR_DIALOGS_TOWN_AP_COMBAT_D9_ADAMONT_1,texts_DIALOGS,"IRONCLADS, GET IN FORMATION!",ADAMONT
STR_DIALOGS_TOWN_AP_COMBAT_D10_EUDER_1,texts_DIALOGS,ON MY ORDERS!,EUDER
STR_DIALOGS_TOWN_AP_COMBAT_D10_BIS_SOLDIERS_1,texts_DIALOGS,HELP!,
STR_DIALOGS_TOWN_AP_COMBAT_D11_JIVAN_1,texts_DIALOGS,No...,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D11_JIVAN_2,texts_DIALOGS,The entire city is in danger... Because of me? I must go and help them.,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D12_JIVAN_1,texts_DIALOGS,"Let's go, Edil!",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D12_EDIL_2,texts_DIALOGS,No!_100_ I'll defend our home!_100_ He'll help me!,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D12_JIVAN_3,texts_DIALOGS,"Edil, we don't have time! Hafin has never faced anything like this before.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D12_EDIL_4,texts_DIALOGS,"You prepared me for anything, including something like this!",EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D12_JIVAN_4,texts_DIALOGS,Edil...,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D13_JIVAN_1,texts_DIALOGS,"Soldier, please, do not let anything happen to her. She's the most precious thing I have...",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D13_JIVAN_2,texts_DIALOGS,I will be back as soon as I can.,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D14_EDIL_1,texts_DIALOGS,Is that it?_500_ Was that all of them?,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D14_EDIL_2,texts_DIALOGS,We've defeated them all! Yes!,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D14_EDIL_3,texts_DIALOGS,"Although it's almost a shame, I was starting to have fun, he, he...",EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D15_EDIL_1,texts_DIALOGS,he...,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D15_EDIL_2,texts_DIALOGS,...,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D15_EDIL_3,texts_DIALOGS,Huh...?_200_ What's ha...?,EDIL
STR_DIALOGS_TOWN_AP_COMBAT_D16_JIVAN_1,texts_DIALOGS,EDIL!,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D17_JIVAN_1,texts_DIALOGS,"EDIL, I'M HERE! PLEASE, SAY SOMETHING!",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D17_JIVAN_2,texts_DIALOGS,What's happened? Those things... They must have been able to come into contact with her.,JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D17_JIVAN_3,texts_DIALOGS,"I'm so sorry, Edil... I shouldn't have left your side.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D18_JIVAN_1,texts_DIALOGS,"Edil, I can't lose you...",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D19_JIVAN_1,texts_DIALOGS,"Soldier, I don't hold you responsible. It's all my fault. Despite my years, it appears that I'm still making mistakes...",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D19_JIVAN_2,texts_DIALOGS,"If you want to help both her and your friends, there is something you can do.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D19_JIVAN_3,texts_DIALOGS,"To the east of Hafin, across the plains, you'll find a small orchard with green flowers at the centre: they're called <color=OBJ>Lilis Radiantis</color>.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D19_JIVAN_4,texts_DIALOGS,"They..._100_ These are no simple flowers. With them, you'll be able to destroy the agent that's keeping her in this state.",JIVAN
STR_DIALOGS_TOWN_AP_COMBAT_D19_JIVAN_5,texts_DIALOGS,"Hurry, we don't know how much longer they'll stay like this. And be careful, we're managing to defend the city, but these things will surely be roaming the surrounding area.",JIVAN
STR_DIALOGS_TOWN_AP_D3_JIVAN_1,texts_DIALOGS,"Thank you, I knew I could count on you for this request.",JIVAN
STR_DIALOGS_TOWN_AP_D3_JIVAN_2,texts_DIALOGS,You cannot imagine the value these flowers hold.,JIVAN
STR_DIALOGS_TOWN_AP_D3_JIVAN_3,texts_DIALOGS,"Their curative properties are beyond imaginable, but preparing the flowers will be a complicated process. I will need need harness every ounce of focus I can.",JIVAN
STR_DIALOGS_TOWN_AP_D3_JIVAN_4,texts_DIALOGS,I will try to let you know when everything is ready.,JIVAN
STR_DIALOGS_TOWN_AP_D1_CROMAMINION_1,texts_DIALOGS,"Strength, Human... I'm sorry, I believe you usually say “greetings”.",CROMAMINION
STR_DIALOGS_TOWN_AP_D1_CROMAMINION_2,texts_DIALOGS,"I have a favour to ask you. I know you have no reason to trust me, but I can assure you that I hold no ill intentions.",CROMAMINION
STR_DIALOGS_TOWN_AP_D1_CROMAMINION_3,texts_DIALOGS,I just need you to come with me and listen to our Commander's request.,CROMAMINION
STR_DIALOGS_TOWN_AP_D1_CROMAMINION_4,texts_DIALOGS,"Don't worry, it's not a long journey. We're based in the outskirts of the city. After listening, you can decide whether or not to go but, right now, you're our only hope.",CROMAMINION
STR_DIALOGS_TOWN_AP_D2_CROMAMINION_1,texts_DIALOGS,"Commander Beliagar. As I expected, the Human has agreed to listen to us.",CROMAMINION
STR_DIALOGS_TOWN_AP_D2_CROMAMINION_2,texts_DIALOGS,"Greetings, hormone.",CROMAMINION
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_1,texts_DIALOGS,"Greetings, Human. We've called you here because our friend noticed the great courage you showed in defending the city from the invasion of the dark rain.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_2,texts_DIALOGS,"There is much to tell and little time to act, so I'll try to be brief.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_3,texts_DIALOGS,"Certain motives brought us to this world. We believe that travelling here by our own means violates the rules that govern this place, which is why we keep our distance from the city's affairs. We still don't know how all of this works.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_4,texts_DIALOGS,"Our Floating Module is located at a considerable altitude, just above a dense layer of clouds that seem to stay completely still.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_5,texts_DIALOGS,"When we arrived, we came down in our shuttle to begin our research. I'm afraid I can't tell you its purpose but, unexpectedly, an enemy took advantage of the fact that most of our troops were here on the ground and boarded our module. They seem to be airborne pirates that have taken an interest in our technology.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_6,texts_DIALOGS,These pirates knew what they were doing. They cut the links that would allow us to get back and took the crew who remained inside as prisoners.,CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_7,texts_DIALOGS,"I'll be honest with you, defending the city is not what has led us to seek you out, but rather the artifacts you use. Those... orbs.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_8,texts_DIALOGS,"During our time here, a certain trader managed to provide us with an orb that would supposedly help us. This orb can release enormous amounts of energy that would reactivate our transport systems. Unfortunately, the orb was inactive and we're unable to use it.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_CROMACHIEF_9,texts_DIALOGS,"We think you may be able to awaken it, as you seem to be quite familiar with them. Would you mind holding it, please?",CROMACHIEF
STR_DIALOGS_TOWN_AP_D3_CROMACHIEF_1,texts_DIALOGS,It's not working...,CROMACHIEF
STR_DIALOGS_TOWN_AP_D3_CROMACHIEF_2,texts_DIALOGS,"We suspected this would happen. After all, these artifacts are entirely new to us.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D3_CROMACHIEF_3,texts_DIALOGS,"I'm sorry to overwhelm you, Human, but do you believe you could find a way to activate it? Magic is something that escapes our understanding, but we are aware that there are beings in the city who do possess such knowledge.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D3_CROMACHIEF_4,texts_DIALOGS,"Unfortunately, we're not exactly adept at dealing with Hafin's inhabitants. Most of them seem to fear us... Do you think you could find someone with magical abilities that could awaken its power?",CROMACHIEF
STR_DIALOGS_TOWN_AP_D3_CROMACHIEF_5,texts_DIALOGS,"Think about it, Human... You may keep the orb until you return. It's not particularly useful to us in its current state. We'll be here if you make progress.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_1,texts_DIALOGS,...,SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_2,texts_DIALOGS,...,SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_3,texts_DIALOGS,"Oh! Sorry, sorry! Have you been stood there long? These writings have me completely absorbed. You can't imagine the magical knowledge these volumes hold. We couldn't even dream of such wisdom back in Zarga.",SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_4,texts_DIALOGS,"And all of it's possible right here, where we stand right now! The amount of energy that flows through Terragaya is immense in comparison.",SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_5,texts_DIALOGS,Hmm?,SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_6,texts_DIALOGS,"Ah... I see. It's not the books that have brought you here, per se. You need to know if there's a way to restore an object's hidden powers.",SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_7,texts_DIALOGS,"Well, I'm sorry to tell you that those types of spells are simply impossible...",SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_8,texts_DIALOGS,...,SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_9,texts_DIALOGS,I'm joking! I was pulling your leg! The look on your face was priceless.,SIRFIEL
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_10,texts_DIALOGS,"Luckily for you, it looks like pulling off something like that is Magic 101 in this world. The first book I read already featured several studies on how to perform an “energetic awakening”.",SIRFIEL
STR_DIALOGS_TOWN_AP_D2_SIRFIEL_1,texts_DIALOGS,"Right, shall we get started?",SIRFIEL
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_1,texts_DIALOGS,"Done! That'll be a thousand gold coins, please.",SIRFIEL
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_2,texts_DIALOGS,...,SIRFIEL
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_3,texts_DIALOGS,"It's a joke! I'm joking! Oh, aren't you just a gem?",SIRFIEL
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_4,texts_DIALOGS,"As your superior, I should be demanding an explanation as to why you're in possession of an element like that, and no, that's not a joke. But I have been keeping track of your achievements under General Brigard's command. He has nothing but praise for you, did you know that? So, I'll trust you. I can only hope you don't get into trouble while Jivan tries to cure our soldiers.",SIRFIEL
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_5,texts_DIALOGS,"It's been a pleasure putting this knowledge into practice. If you need something else in the future, don't hesitate to come back.",SIRFIEL
STR_DIALOGS_TOWN_AP_D2_CROMACHIEF_1,texts_DIALOGS,You've done it! I knew you would return with the activated orb!,CROMACHIEF
STR_DIALOGS_TOWN_AP_D2_CROMACHIEF_2,texts_DIALOGS,"Just as the trader said, it emits a huge amount of electrical energy, far more than our magnetic pulses do. This is more than enough energy to activate the transporter.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D2_CROMACHIEF_3,texts_DIALOGS,"Do you see that beacon on top of our pod? Jump up there. Once you're there, use the orb on the charger's central gemstone. It's an inactive mineral that you can easily recharge to restore the pod's energy.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D1_EUDER_1,texts_DIALOGS,Just a moment!,EUDER
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_1,texts_DIALOGS,"Human, were you spying on us?!",CROMACHIEF
STR_DIALOGS_TOWN_AP_D4_EUDER_2,texts_DIALOGS,No!_100_ I mean..._100_ yes..._100_ but for good reason.,EUDER
STR_DIALOGS_TOWN_AP_D4_EUDER_3,texts_DIALOGS,Soldier! Why didn't you tell me about all this?,EUDER
STR_DIALOGS_TOWN_AP_D4_EUDER_4,texts_DIALOGS,I'm bored stiff in this city. I need action!,EUDER
STR_DIALOGS_TOWN_AP_D4_EUDER_5,texts_DIALOGS,"No need to ask, I'm in on the plan! Together we are stronger!",EUDER
STR_DIALOGS_TOWN_AP_D4_EUDER_6,texts_DIALOGS,Our achievements will go down in history!,EUDER
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_7,texts_DIALOGS,"You won't be coming, Humans. Once you activate the transporter for us, we won't have any further need for you.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D4_EUDER_8,texts_DIALOGS,Do you really think we soldiers of Zarga are going to let you go up there without backup? You clearly don't know us very well.,EUDER
STR_DIALOGS_TOWN_AP_D4_EUDER_9,texts_DIALOGS,"Right, soldier?",EUDER
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_10,texts_DIALOGS,Are you really willing to risk your lives to help us?,CROMACHIEF
STR_DIALOGS_TOWN_AP_D4_EUDER_11,texts_DIALOGS,Absolutely! Irka could do with stretching his legs.,EUDER
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_12,texts_DIALOGS,"Alright, we appreciate Zarga's bravery.",CROMACHIEF
STR_DIALOGS_TOWN_AP_D4_EUDER_13,texts_DIALOGS,I've got something to ask in exchange for our help.,EUDER
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_14,texts_DIALOGS,"What is it that you need, Human?",CROMACHIEF
STR_DIALOGS_TOWN_AP_D4_EUDER_15,texts_DIALOGS,"If we pull this off, I want you to let my friend here keep that... sparkly... thing... You know, that ball you lent him.",EUDER
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_16,texts_DIALOGS,The spark orb?,CROMACHIEF
STR_DIALOGS_TOWN_AP_D4_EUDER_17,texts_DIALOGS,"Yes, that.",EUDER
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_18,texts_DIALOGS,I have no problem with that. You may keep it.,CROMACHIEF
STR_DIALOGS_TOWN_AP_D4_EUDER_19,texts_DIALOGS,Great! When do we leave?,EUDER
STR_DIALOGS_TOWN_AP_D5_CROMACHIEF_1,texts_DIALOGS,"Alright, soldier, when you are ready, jump onto the platform and activate the central gemstone.",CROMACHIEF
STR_DIALOGS_AF_D1_CROMACHIEF_1,texts_DIALOGS,We're finally back on board... Those pirates have a high price to pay.,CROMACHIEF
STR_DIALOGS_AF_D1_EUDER_2,texts_DIALOGS,A flying iron castle! How is that possible?,EUDER
STR_DIALOGS_AF_D1_CROMACHIEF_3,texts_DIALOGS,"We don't have time to explain the history of our evolution to you, so please try to concentrate on the mission.",CROMACHIEF
STR_DIALOGS_AF_D1_EUDER_4,texts_DIALOGS,Of course...,EUDER
STR_DIALOGS_AF_D1_CROMACHIEF_5,texts_DIALOGS,"Now, listen closely. The pirates have disabled almost all of the module's systems but, thanks to that orb, you'll be able to clear a path for yourself by recharging different circuits. However, even with the orb, there will still be disabled doors that you'll only be able to open with positively charged vimana minerals. You'll need to find the four generators.",CROMACHIEF
STR_DIALOGS_AF_D1_CROMACHIEF_6,texts_DIALOGS,"Try starting with the entrance door. After that, I'll provide you with the minerals.",CROMACHIEF
STR_DIALOGS_AF_D1_EUDER_7,texts_DIALOGS,"Gentlemen, have you finished? While you were talking, I had an idea. I could scout ahead with Irka and try to find the best routes to reach those generators.",EUDER
STR_DIALOGS_AF_D1_CROMACHIEF_8,texts_DIALOGS,You would have to be able to fly to allow us access. Nearly all the conduits are closed off right now.,CROMACHIEF
STR_DIALOGS_AF_D1_EUDER_9,texts_DIALOGS,"You don't know how happy it makes me that you've said that, he, he, he...",EUDER
STR_DIALOGS_AF_D1_EUDER_10,texts_DIALOGS,Get ready to be amazed. I've been keeping this trick up my sleeve for just this type of situation.,EUDER
STR_DIALOGS_AF_D2_EUDER_1,texts_DIALOGS,"I've never been one for magic, but Irka was blessed with this power when we arrived here.",EUDER
STR_DIALOGS_AF_D2_EUDER_2,texts_DIALOGS,"Absolutely speechless, aren't you? I imagined as much...",EUDER
STR_DIALOGS_AF_D2_CROMACHIEF_3,texts_DIALOGS,"Ah, your dog has wings...",CROMACHIEF
STR_DIALOGS_AF_D3_CROMACHIEF_1,texts_DIALOGS,Your horse has wings. Proceed with your reconnaissance mission. Inform us if you find something.,CROMACHIEF
STR_DIALOGS_AF_D3_EUDER_2,texts_DIALOGS,"I was hoping for a bigger reaction, to be honest...",EUDER
STR_DIALOGS_AF_D3_EUDER_3,texts_DIALOGS,"Alright, I shan't hang around any longer. I'm off.",EUDER
STR_DIALOGS_AF_D3_EUDER_4,texts_DIALOGS,"Stay alert, I'll be back to let you know what I've found.",EUDER
STR_DIALOGS_AF_D4_CROMACHIEF_1,texts_DIALOGS,We are inside. That gate is code-operated. Just a moment...,CROMACHIEF
STR_DIALOGS_AF_CROMACHIEF_INTRO_1_1,texts_DIALOGS,The door is damaged. See if you can restore power to it with a nearby element.,
STR_DIALOGS_AF_D5_CROMACHIEF_1,texts_DIALOGS,Well done! We have restored basic systems in this area. Use the transporter to proceed on your path.,CROMACHIEF
STR_DIALOGS_AF_D5_CROMACHIEF_2,texts_DIALOGS,"Here are the positively charged vimana minerals. Remember, you must place them in the four generators in order to gain access to the main control room.",CROMACHIEF
STR_DIALOGS_AF_D5_CROMACHIEF_3,texts_DIALOGS,"We are counting on you. Strength, human!",CROMACHIEF
STR_DIALOGS_AF_CROMACHIEF_INTRO_2_1,texts_DIALOGS,We need to reach the next room. Try to clear the way for us by disabling the turrets. They are out of control.,
STR_DIALOGS_AF_CROMACHIEF_INTRO_3_1,texts_DIALOGS,Try to restart the generators with the minerals.,
STR_DIALOGS_AF_D6_EUDER_1,texts_DIALOGS,Make way for the great Euder!,EUDER
STR_DIALOGS_AF_D6_EUDER_2,texts_DIALOGS,"Hello again, my little friend.",EUDER
STR_DIALOGS_AF_D6_EUDER_3,texts_DIALOGS,Have you seen just how amazing this machine is? And they say they don't use magic! I wonder how they keep it floating...,EUDER
STR_DIALOGS_AF_D6_EUDER_4,texts_DIALOGS,"Ah, I almost forgot amongst all the excitement. I've located the generators. Unfortunately, without that toy of yours, no one can access them. Give me your map, I'll mark their whereabouts for you.",EUDER
STR_DIALOGS_AF_D7_EUDER_1,texts_DIALOGS,You'll thank me when we're back on terra firma.,EUDER
STR_DIALOGS_AF_D7_EUDER_2,texts_DIALOGS,"Since we're up in the air, I'm going to take the opportunity to have a look good at the area. I'm sure General Brigard will find it useful to have an idea of what surrounds us in this world.",EUDER
STR_DIALOGS_AF_D7_EUDER_3,texts_DIALOGS,"Be good and, above all, be careful. It looks like this air pirate thing is no joke. There's a flying boat that's keeping them anchored.",EUDER
STR_DIALOGS_AF_D7_EUDER_4,texts_DIALOGS,"We're off! Giddy up, Irka!",EUDER
STR_DIALOGS_AF_D8_BIRK_1,texts_DIALOGS,"Magnificent and shining refined crystal... It's taken three days but, finally, you have the right energy grade.",BIRK
STR_DIALOGS_AF_D8_BIRK_2,texts_DIALOGS,"With you, we'll conquer the skies, just as it always should have been.",BIRK
STR_DIALOGS_AF_D9_BIRK_1,texts_DIALOGS,"Steel armour...
Ragged garments...
Swords, staffs and arrows...",BIRK
STR_DIALOGS_AF_D9_BIRK_2,texts_DIALOGS,You Humans are primitive to the point of boredom.,BIRK
STR_DIALOGS_AF_D9_BIRK_3,texts_DIALOGS,I don't understand how these Croma have managed to ally with something to uninteresting. They must be desperate.,BIRK
STR_DIALOGS_AF_D9_BIRK_4,texts_DIALOGS,"I'm sorry to tell you that, while you've managed to get this far, there is nothing you can do. We have full control of the module.",BIRK
STR_DIALOGS_AF_D9_BIRK_5,texts_DIALOGS,Although...,BIRK
STR_DIALOGS_AF_D10_BIRK_1,texts_DIALOGS,"Did you think I wouldn't notice that you had this on you? Its shine is hypnotising, isn't it?",BIRK
STR_DIALOGS_AF_D10_BIRK_2,texts_DIALOGS,"I'll take this. Just in case, you know?",BIRK
STR_DIALOGS_AF_D10_BIRK_3,texts_DIALOGS,"If I were you, I'd go. It's not a good idea to stay somewhere like this. Who knows how long it'll be before it comes crashing down?",BIRK
STR_DIALOGS_AF_D10_BIRK_4,texts_DIALOGS,"Listen to me and go back to your village, Human. Otherwise, things will end badly for you.",BIRK
STR_DIALOGS_AF_D10_BIRK_5,texts_DIALOGS,You've been warned.,BIRK
STR_DIALOGS_AF_D11_CROMAMINION_1,texts_DIALOGS,Str... th... Hum...,CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_2,texts_DIALOGS,...,CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_3,texts_DIALOGS,"Human, can you hear me? Is this working?",CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_4,texts_DIALOGS,I'm speaking to you through the communicator.,CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_5,texts_DIALOGS,It looks like you've just meet the pirates' leader.,CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_6,texts_DIALOGS,"But, without those vimana minerals, you won't be able to reactivate the different sectors within the module. Blast... those were all we had to hand.",CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_7,texts_DIALOGS,"Wait, tell me you've kept the <color=OBJ>negatively polarised minerals</color>. Yes, the red ones you found in the generators.",CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_8,texts_DIALOGS,Good! You Humans are more astute than the commander expected.,CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_9,texts_DIALOGS,I can restore their original polarity in the testing room so that they start to generate energy again.,CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_10,texts_DIALOGS,"I'm going there now. If you carry on, you'll be able to find it.",CROMAMINION
STR_DIALOGS_AF_D11_CROMAMINION_11,texts_DIALOGS,I'll wait for you there. Over and out.,CROMAMINION
STR_DIALOGS_AF_D12_CROMAMINION_1,texts_DIALOGS,"I see you managed to arrive without issues, though I'm not particularly surprised at this point.",CROMAMINION
STR_DIALOGS_AF_D12_CROMAMINION_2,texts_DIALOGS,"We must hurry. Give me the minerals and I'll restore them, though I should tell you that the process will take some time. Best be patient.",CROMAMINION
STR_DIALOGS_AF_D13_CROMAMINION_1,texts_DIALOGS,How does this work...?,CROMAMINION
STR_DIALOGS_AF_D13_CROMAMINION_2,texts_DIALOGS,"Don't worry, I've seen the process a thousand times. I'll manage, I just need to focus.",CROMAMINION
STR_DIALOGS_AF_D14_DARK_CLAW_1,texts_DIALOGS,Well..._100_ done._100_ What a splendid catch.,
STR_DIALOGS_AF_D14_DARK_CLAW_2,texts_DIALOGS,I think I'll share this feast with you._100_ Would you..._100_ like that?,
STR_DIALOGS_AF_D15_DARK_CLAW_1,texts_DIALOGS,Was it you..._300_ or me...?,
STR_DIALOGS_AF_D16_CROMAMINION_1,texts_DIALOGS,"Phew, I've done it! I knew I could, you had nothing to fear!",CROMAMINION
STR_DIALOGS_AF_D16_CROMAMINION_2,texts_DIALOGS,Hmmm?_100_ Are you alright?_100_ You look exhausted.,CROMAMINION
STR_DIALOGS_AF_D16_CROMAMINION_3,texts_DIALOGS,"You've been practicing so you can kill that rat, haven't you?",CROMAMINION
STR_DIALOGS_AF_D16_CROMAMINION_4,texts_DIALOGS,"You should save your energy, I don't think it'll be easy to carry on from this point.",CROMAMINION
STR_DIALOGS_AF_D16_CROMAMINION_5,texts_DIALOGS,"Keep them safe, I don't know where we'll get more if you lose them.",CROMAMINION
STR_DIALOGS_AF_D16_CROMAMINION_6,texts_DIALOGS,"Strength, Human.",CROMAMINION
STR_DIALOGS_AF_D17_CROMAMINIONB_1,texts_DIALOGS,Who...? Who are you...?,CROMAMINIONB
STR_DIALOGS_AF_D17_CROMAMINIONB_2,texts_DIALOGS,Are you here to finish us off now that we're weakened?,CROMAMINIONB
STR_DIALOGS_AF_D18_CROMACHIEF_1,texts_DIALOGS,"It's alright, he's not one of those pirates. He's with me. He's called Human.",CROMACHIEF
STR_DIALOGS_AF_D18_CROMAMINIONB_2,texts_DIALOGS,Commander...,CROMAMINIONB
STR_DIALOGS_AF_D19_CROMACHIEF_1,texts_DIALOGS,"I know what you're thinking. I know they don't look much, but they've proven themselves to be a fierce ally, believe me.",CROMACHIEF
STR_DIALOGS_AF_D19_CROMAMINIONB_2,texts_DIALOGS,"That's not what I was going to say, Commander. I'm sorry that they were able to take over the Module so easily.",CROMAMINIONB
STR_DIALOGS_AF_D19_CROMAMINIONB_3,texts_DIALOGS,It must have been hard resorting to help from such a primitive race.,CROMAMINIONB
STR_DIALOGS_AF_D19_CROMACHIEF_4,texts_DIALOGS,No need to apologise. The spineless attack carried on us by those vermin took us all by complete surprise.,CROMACHIEF
STR_DIALOGS_AF_D19_CROMAMINIONB_5,texts_DIALOGS,"You've arrived just in time. We've retreated to this point to launch a surprise counterattack, but those birds are sharp-witted. They surrounded us and blocked off the air ducts. We thought we wouldn't survive to tell the tale.",CROMAMINIONB
STR_DIALOGS_AF_D19_CROMACHIEF_6,texts_DIALOGS,You know the circumstances our species find itself in. It is imperative that we survive at all costs.,CROMACHIEF
STR_DIALOGS_AF_D19_CROMAMINIONB_7,texts_DIALOGS,"The one who appears to be their leader is on the rear deck. I don't know what he's been doing, but he seems to be plotting something.",CROMAMINIONB
STR_DIALOGS_AF_D19_CROMACHIEF_8,texts_DIALOGS,"We will not let him escape, but I need you all to get to safety first.",CROMACHIEF
STR_DIALOGS_AF_D20_BIRK_1,texts_DIALOGS,"So, you're still here...",BIRK
STR_DIALOGS_AF_D20_BIRK_2,texts_DIALOGS,Didn't I tell you it was dangerous to stay on this piece of junk?,BIRK
STR_DIALOGS_AF_D20_BIRK_3,texts_DIALOGS,"The party's over. We've already taken everything of value to us, so I don't plan on staying another minute on this trash heap.",BIRK
STR_DIALOGS_AF_D20_BIRK_4,texts_DIALOGS,"Although... you've already taken a fair few blows, perhaps I could try out my new energy source on you.",BIRK
STR_DIALOGS_AF_D20_BIRK_5,texts_DIALOGS,"Don't take it personally, Human.",BIRK
