offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS020.DAT:8:51,AREAS020.DAT,8,51,"[14][02][02]""Hmmm...[02]So, you plan to go to[01]Wyndia to meet with[01]the dragon, eh?[02]Well, I suppose it's[01]safer than staying[01]here...""",119,[14][02]
AREAS020.DAT:8:52,AREAS020.DAT,8,52,"[14][02][02]""Off to Wyndia to[01]meet with the dragon,[01]hm?[02]Well, I guess that's[01]two birds with one[01]stone, isn't it?[02]You might find out[01]something about[01][04]",141,[14][02]
AREAS020.DAT:8:53,AREAS020.DAT,8,53,"[14][03][03]""Just let them try to[01]make this neutral[01]territory by treaty![02]We'll never let that[01]happen! Over our[01]dead bodies!""",116,[14][03]
AREAS020.DAT:8:54,AREAS020.DAT,8,54,"[14][03][03]""Rest easy, [04][02]![02]As long as there is[01]breath in our bodies,[02]we'll protect this[01]village from any who[01]would threaten it,[02]whether it be Ludia[01]or even the Empire!""",161,[14][03]
AREAS020.DAT:8:55,AREAS020.DAT,8,55,"[14][04][04]""Hmmm...So you plan[01]on using the ruins to[01]get to Wyndia, eh?[02]You can find the[01]ruins near the[02]eastern edge of the[01]plains.""",125,[14][04]
AREAS020.DAT:8:56,AREAS020.DAT,8,56,"""Hmmm...So you plan[01]on using the ruins to[01]get to Wyndia, eh?[02]You can find the[01]ruins near the[02]eastern edge of the[01]plains.""",122,
AREAS020.DAT:8:57,AREAS020.DAT,8,57,"[14][02][02]""Hmmm...Gods, you[01]say? Yorae Dragon?[02]You're on your own[01]now...That's too big[01]for us, I'm afraid.""",101,[14][02]
AREAS020.DAT:8:58,AREAS020.DAT,8,58,"[14][02][02]""Hmmm...Gods, you[01]say? Yorae Dragon?[02]You're on your own[01]now...That's too big[01]for us, I'm afraid.""",101,[14][02]
AREAS020.DAT:8:59,AREAS020.DAT,8,59,"[14][03][03]""Dragon...?[02]Hmmm...[0B]There's a[01]dragon in the plains,[01]the Grass Dragon.""",74,[14][03]
AREAS020.DAT:8:60,AREAS020.DAT,8,60,"[14][03][03]""Dragon...?[02]Hmmm...[0B]There's a[01]dragon in the plains,[01]the Grass Dragon.""",74,[14][03]
AREAS020.DAT:8:61,AREAS020.DAT,8,61,"[14][04][04]""Twin gods? Yorae[01]Dragon?[02]I don't know what[01]that's all about,[02]but it means you're[01]fighting a strong[01]enemy, right?""",118,[14][04]
AREAS020.DAT:8:62,AREAS020.DAT,8,62,"[14][04][04]""Twin gods? Yorae[01]Dragon?[02]I don't know what[01]that's all about,[02]but it means you're[01]fighting a strong[01]enemy, right?""",118,[14][04]
AREAS020.DAT:8:63,AREAS020.DAT,8,63,"""I heard Chief [04][02] is[01]off to Wyndia now...[02]It must be busy, being[01]chief...""",75,
AREAS020.DAT:8:64,AREAS020.DAT,8,64,"""Why would the Empire want[01]to stop someone from[01]looking for their friend?""",75,
AREAS020.DAT:8:65,AREAS020.DAT,8,65,"""I hear the Empire has sent[01]troops out looking for[01]Chief [04][02]...[02]Sounds like he's gotten[01]himself into quite a fix!""",114,
AREAS020.DAT:8:66,AREAS020.DAT,8,66,"""You're looking for the[01]merchant who was here?[02]He tried to set up shop[01]here so I kicked him out![02]This is an inn, not a[01]shop![02]So, would you like to[01]rest?""[12][86][0C][93]Rest[01]Diary[01]Never mind",179,
AREAS020.DAT:8:67,AREAS020.DAT,8,67,"""Hey![02]Don't step on my tail.""",30,
AREAS020.DAT:8:68,AREAS020.DAT,8,68,"""It was a long, hard trip[01]from Synesta...[01][0D][0F][08]yawwwwwnnnn...[0E]""",62,
AREAS020.DAT:8:69,AREAS020.DAT,8,69,"[14][01][01]""Huh? What am I doing[01]'ere, you ask?[02]Well, let us just say[01]zat it is 'arder to[02][19]",84,[14][01]
AREAS020.DAT:8:108,AREAS020.DAT,8,108,Super Combo,12,
AREAS020.DAT:8:110,AREAS020.DAT,8,110,"[14][06][06]""Well, hello again,[01]everyone![02]Looks like we ran[01]into each other[01]again![02]This may be a[01]different place,[02]but I'll still answer[01]any questions you[01]might have!""[12]",159,[14][06]
AREAS020.DAT:8:111,AREAS020.DAT,8,111,"[14][06][06]""Well, hello again,[01]everyone![02]Looks like we ran[01]into each other[01]again![02]This may be a[01]different place,[02]but I'll still answer[01]any questions you[01]might have!""[12]",159,[14][06]
AREAS020.DAT:8:112,AREAS020.DAT,8,112,"[14][06][06]""Well, hello again,[01]everyone![02]Looks like we ran[01]into each other[01]again![02]This may be a[01]different place,[02]but I'll still answer[01]any questions you[01]might have!""[12]",159,[14][06]
AREAS020.DAT:8:113,AREAS020.DAT,8,113,"""You can create more[01]powerful magical[01]combo attacks by[02]connecting spells of[01]one property to[01]another![02]Fire becomes stronger[01]when followed by[01]Wind,[02]Wind by Water, Water[01]by Earth, and Earth[01]by Fire.[02]Try out different[01]combos for yourself[02]and see which one is[01]strongest!""[02][16]v",270,
AREAS020.DAT:8:114,AREAS020.DAT,8,114,"""The more enemies[01]that appear,[02]the easier it is to[01]get a high number of[01]combo hits![02]The number of combo[01]hits also increases[01]if you combine[02]attacks with the[01]same property!""[02][16]v",175,
AREAS020.DAT:8:115,AREAS020.DAT,8,115,"""If you combine[01]attacks that heal or[01]affect status,[02]the effects of each[01]will be increased as[01]well![02]For example, if you[01]combine [05][02][09],[04][06][01]and [05][02][09]'[04][06],[02]you'll be able to[01]restore some HP[02]at the same time[01]you raise your[01]defense![02]What a deal, eh?""[02][16]v",242,
AREAS020.DAT:8:116,AREAS020.DAT,8,116,"""Have you seen a [05][02]Wyd[06][01]or a [05][02]Drake[06]?[02]If you use a Fire[01]attack on them, they[01]become more powerful![02]But, that also means[01]if you defeat them,[01]you get more EXP![02]There are other[01]monsters that power[02]up when certain[01]attacks are used[01]against them--[02]see if you can find[01]them all!""[02][16]v",277,
AREAS020.DAT:8:117,AREAS020.DAT,8,117,"""Oh...Well, then,[01]good luck to you!""",37,
AREAS020.DAT:8:118,AREAS020.DAT,8,118,"""What else do you[01]want to know about?""[12]",40,
AREAS021.DAT:7:0,AREAS021.DAT,7,0,"""We are a supplier to the[01]Imperial Army! We carry[01]only the best weapons!""[12][84][0C][94]Buy[01]Sell[01]Trade[01]Never mind",103,
AREAS021.DAT:7:1,AREAS021.DAT,7,1,"""We are a supplier to the[01]Imperial Army! We carry[01]only the best weapons!""[12][84][0C][94]Buy[01]Sell[01]Trade[01]Never mind",103,
AREAS021.DAT:7:2,AREAS021.DAT,7,2,"""You're not part of the[01]Army, are you? Can I help[01]you?""[12][85][0C][93]Buy[01]Sell[01]Never mind",79,
AREAS021.DAT:7:3,AREAS021.DAT,7,3,"""What? Looking for[01]someone?[02]Well, I doubt the person[01]you're looking for is in[01]here...[02]This is a military[01]installation, with only[01]military people, see?""",152,
AREAS021.DAT:7:4,AREAS021.DAT,7,4,"""What? Looking for[01]someone?[02]Well, I doubt the person[01]you're looking for is in[01]here...[02]This is a military[01]installation, with only[01]military people, see?""",152,
AREAS021.DAT:7:5,AREAS021.DAT,7,5,"""What do you think of this[01]big gun? Pretty cool, huh?[01]It's called the Carronade.[02]It shoots hexes. They used[01]it during the war to blast[01]enemy towns! BOOM!""",155,
AREAS021.DAT:7:6,AREAS021.DAT,7,6,"""This is Astana, where the[01]Carronade was built.[02]Since the Carronade is[01]one of the Empire's main[01]weapons,[02]Astana is also an[01]important military base[02]with a large number of[01]soldiers living here.""",193,
AREAS021.DAT:7:7,AREAS021.DAT,7,7,"""My boyfriend's one of the[01]guards stationed at Kyoin.[02]I hope he gets rotated back[01]here soon!""",94,
AREAS021.DAT:7:8,AREAS021.DAT,7,8,"""Haven't seen people like[01]you around here before...[02]Well, the Empire's a pretty[01]big place,[02]so I guess it's not[01]surprising there's people[01]like you living in it too.""",165,
AREAS021.DAT:7:9,AREAS021.DAT,7,9,"""Have you seen the big[01][05][02]aqueduct[06] nearby?[02]That's where Astana gets[01]all its water from.""",89,
AREAS021.DAT:7:10,AREAS021.DAT,7,10,"""Eh? Looking for someone,[01]you say?[02]Well, good luck! There's[01]people coming in and out[01]of here all the time!""",108,
AREAS021.DAT:7:11,AREAS021.DAT,7,11,"""I've heard they need lots[01]of water to cool the[02]Carronade after it's been[01]fired.[02]That's why the Army[01]built the aqueduct and[01]connected it here.""",144,
AREAS021.DAT:7:12,AREAS021.DAT,7,12,"Sorry there, friend, but[01]you're a little short on[01]zenny, I think.""",67,
AREAS021.DAT:7:13,AREAS021.DAT,7,13,"""Come back again when[01]you've got some more[01]money, eh?""",55,
AREAS021.DAT:7:14,AREAS021.DAT,7,14,"""Can't stay if you don't[01]have any money!""",42,
AREAS021.DAT:7:16,AREAS021.DAT,7,16,"[14][80]@""Fire!""",11,[14][80]
AREAS021.DAT:7:17,AREAS021.DAT,7,17,"""First they fire the[01]Carronade without[01]warning...[02]Then a bunch of refugees[01]starts showing up...[02]What's going on? Are we[01]at war again?""",135,
AREAS021.DAT:7:18,AREAS021.DAT,7,18,"""You come from the capital[01]too?[02]What's going on up there,[01]anyway?""",67,
AREAS021.DAT:7:19,AREAS021.DAT,7,19,"""Is it true the capital's[01]been attacked by some kind[01]of monster?""",66,
AREAS021.DAT:7:20,AREAS021.DAT,7,20,"""I've never been so scared[01]in my life!""",40,
AREAS021.DAT:7:21,AREAS021.DAT,7,21,"""This monster appeared in[01]the capital and started[01]attacking everything...[02]I don't know where it came[01]from or why it attacked us,[02]but I got outta there[01]while I still could!""",173,
AREAS021.DAT:7:22,AREAS021.DAT,7,22,"""They say the Army's set up[01]a defensive position just[01]outside the capital.[02]But what can even they do[01]against something powerful[01]enough to destroy a city?""",155,
AREAS021.DAT:7:23,AREAS021.DAT,7,23,"""They fired the big gun[01]a little while ago![02]It was really neat!""",65,
AREAS021.DAT:7:24,AREAS021.DAT,7,24,"""Wait a minute...Haven't I[01]seen you somewhere before?[02]...[0B]...[0B]...Hmmm, I guess[01]not--I mean, what would[01]a bunch of kids like you[02]being doing in a military[01]installation like this,[01]right?""",186,
AREAS021.DAT:7:25,AREAS021.DAT,7,25,"""Every so often, we get a[01]bunch of strange-looking[01]people coming in here.[02]They don't tell us who[01]they are or why they're[01]here...[02]We're just guards, so[01]they never tell us what's[01]going on.""",188,
AREAS021.DAT:7:26,AREAS021.DAT,7,26,"""They fired the Carronade[01]a little while ago.[02]If we're at peace right[01]now, I wonder who they were[01]firing at...""",112,
AREAS021.DAT:7:27,AREAS021.DAT,7,27,"""That monster attacking the[01]capital sounds pretty[01]frightening...[02]What'll I do if they order[01]me to go to the capital?[02]Maybe I should just run[01]away...I'd rather be a[01]deserter than dead!""",185,
AREAS021.DAT:7:29,AREAS021.DAT,7,29,"[14][81]A""Looking for the[01]General, ma'am?""",37,[14][81]
AREAS021.DAT:7:30,AREAS021.DAT,7,30,"[0C][06][14][81]A""Then you should go[01]through here and up[02]to the building on[01]the hill.""",75,
AREAS021.DAT:7:31,AREAS021.DAT,7,31,"[0C][06][14][82]B""Hey! What do think[01]you're doing!?""",41,
AREAS021.DAT:7:32,AREAS021.DAT,7,32,"[0C][06][14][82]B""You're just going to[01]go up there and hand[02][04]",50,
AREAS021.DAT:7:33,AREAS021.DAT,7,33,"[0C][05][14][03][03]""I told you from the[01]beginning that's what[01]I intended to do.""",67,
AREAS021.DAT:7:35,AREAS021.DAT,7,35,"[14][04][04]""Besides, I think[01][04][04] has also[02]realized that even[01]if the Empire does[02]get a hold of[01][04]",87,[14][04]
AREAS021.DAT:7:37,AREAS021.DAT,7,37,"""If you're looking for[01]General Rhun, he's this[01]way.""",53,
AREAS021.DAT:7:38,AREAS021.DAT,7,38,"""Hmmm...I feel like I've[01]seen that girl with the[01]wings somewhere before...""",76,
AREAS021.DAT:7:39,AREAS021.DAT,7,39,"""Hey...Weren't you in the[01]building on the hill?""",49,
AREAS021.DAT:7:40,AREAS021.DAT,7,40,"""Hm? Lord Yuna?[02]He was scheduled to have[01]returned from the capital[01]by now,[02]but with all that's going[01]on, he may have been[01]delayed somewhere.""",142,
AREAS021.DAT:7:41,AREAS021.DAT,7,41,"""I know I shouldn't talk[01]this way, but Lord Yuna[01]really gives me the creeps.[02]I mean, he's always going[01]around doing all sorts of[01]weird rituals and stuff.""",155,
AREAS021.DAT:7:42,AREAS021.DAT,7,42,"""Where's Lord Yuna?[02]Hmmm...He's probably stuck[01]somewhere between here and[01]the capital, I guess.""",97,
AREAS021.DAT:7:43,AREAS021.DAT,7,43,"""Yuna? He's that creepy[01]fellow that works for the[01]Army, right?""",64,
AREAS021.DAT:7:44,AREAS021.DAT,7,44,"""Have you heard?[02]They're gathering up the[01]surviving troops and are[02]planning an assault to[01]retake the capital!""",111,
AREAS021.DAT:7:45,AREAS021.DAT,7,45,"""I heard one of the[01]generals rounded up a[01]bunch of soldiers and[02]went with them to the[01]capital...""",98,
AREAS021.DAT:7:46,AREAS021.DAT,7,46,"""I don't get it--why[01]don't they just fire[02]the Carronade at the[01]capital? I bet that'd[01]kill that monster!""",105,
AREAS021.DAT:7:47,AREAS021.DAT,7,47,"""I don't envy the soldiers[01]their jobs![02]I mean, having to go off[01]to the capital and fight[01]monsters!?""",101,
AREAS021.DAT:7:48,AREAS021.DAT,7,48,"[14][06][05]""Sorry--I 'ave just[01]arrived 'ere,[02]and I 'ave not been[01]able to set up shop,[01]see?[02]Still, if there is[01]anything you want,[01]you can 'ave it!""[12][85][0C][93]Trade for items[01]Cash in stamp card[01]Never mind",188,[14][06]
AREAS021.DAT:7:50,AREAS021.DAT,7,50,"""Is that some kind of[01]joke? You don't have[01]enough money!""",58,
AREAS021.DAT:7:51,AREAS021.DAT,7,51,"""I heard there's a lot of[01]refugees gone to the[02]checkpoint to the south[01]as well as here...""",91,
AREAS022.DAT:7:0,AREAS022.DAT,7,0,"""We are a supplier to the[01]Imperial Army! We carry[01]only the best weapons!""[12][84][0C][94]Buy[01]Sell[01]Trade[01]Never mind",103,
AREAS022.DAT:7:1,AREAS022.DAT,7,1,"""We are a supplier to the[01]Imperial Army! We carry[01]only the best weapons!""[12][84][0C][94]Buy[01]Sell[01]Trade[01]Never mind",103,
AREAS022.DAT:7:2,AREAS022.DAT,7,2,"""You're not part of the[01]Army, are you? Can I help[01]you?""[12][85][0C][93]Buy[01]Sell[01]Never mind",79,
AREAS022.DAT:7:3,AREAS022.DAT,7,3,"""What? Looking for[01]someone?[02]Well, I doubt the person[01]you're looking for is in[01]here...[02]This is a military[01]installation, with only[01]military people, see?""",152,
AREAS022.DAT:7:4,AREAS022.DAT,7,4,"""What? Looking for[01]someone?[02]Well, I doubt the person[01]you're looking for is in[01]here...[02]This is a military[01]installation, with only[01]military people, see?""",152,
AREAS022.DAT:7:5,AREAS022.DAT,7,5,"""What do you think of this[01]big gun? Pretty cool, huh?[01]It's called the Carronade.[02]It shoots hexes. They used[01]it during the war to blast[01]enemy towns! BOOM!""",155,
AREAS022.DAT:7:6,AREAS022.DAT,7,6,"""This is Astana, where the[01]Carronade was built.[02]Since the Carronade is[01]one of the Empire's main[01]weapons,[02]Astana is also an[01]important military base[02]with a large number of[01]soldiers living here.""",193,
AREAS022.DAT:7:7,AREAS022.DAT,7,7,"""My boyfriend's one of the[01]guards stationed at Kyoin.[02]I hope he gets rotated back[01]here soon!""",94,
AREAS022.DAT:7:8,AREAS022.DAT,7,8,"""Haven't seen people like[01]you around here before...[02]Well, the Empire's a pretty[01]big place,[02]so I guess it's not[01]surprising there's people[01]like you living in it too.""",165,
AREAS022.DAT:7:9,AREAS022.DAT,7,9,"""Have you seen the big[01][05][02]aqueduct[06] nearby?[02]That's where Astana gets[01]all its water from.""",89,
AREAS022.DAT:7:10,AREAS022.DAT,7,10,"""Eh? Looking for someone,[01]you say?[02]Well, good luck! There's[01]people coming in and out[01]of here all the time!""",108,
AREAS022.DAT:7:11,AREAS022.DAT,7,11,"""I've heard they need lots[01]of water to cool the[02]Carronade after it's been[01]fired.[02]That's why the Army[01]built the aqueduct and[01]connected it here.""",144,
AREAS022.DAT:7:12,AREAS022.DAT,7,12,"Sorry there, friend, but[01]you're a little short on[01]zenny, I think.""",67,
AREAS022.DAT:7:13,AREAS022.DAT,7,13,"""Come back again when[01]you've got some more[01]money, eh?""",55,
AREAS022.DAT:7:14,AREAS022.DAT,7,14,"""Can't stay if you don't[01]have any money!""",42,
AREAS022.DAT:7:16,AREAS022.DAT,7,16,"[14][80]@""Fire!""",11,[14][80]
AREAS022.DAT:7:17,AREAS022.DAT,7,17,"""First they fire the[01]Carronade without[01]warning...[02]Then a bunch of refugees[01]starts showing up...[02]What's going on? Are we[01]at war again?""",135,
AREAS022.DAT:7:18,AREAS022.DAT,7,18,"""You come from the capital[01]too?[02]What's going on up there,[01]anyway?""",67,
AREAS022.DAT:7:19,AREAS022.DAT,7,19,"""Is it true the capital's[01]been attacked by some kind[01]of monster?""",66,
AREAS022.DAT:7:20,AREAS022.DAT,7,20,"""I've never been so scared[01]in my life!""",40,
AREAS022.DAT:7:21,AREAS022.DAT,7,21,"""This monster appeared in[01]the capital and started[01]attacking everything...[02]I don't know where it came[01]from or why it attacked us,[02]but I got outta there[01]while I still could!""",173,
AREAS022.DAT:7:22,AREAS022.DAT,7,22,"""They say the Army's set up[01]a defensive position just[01]outside the capital.[02]But what can even they do[01]against something powerful[01]enough to destroy a city?""",155,
AREAS022.DAT:7:23,AREAS022.DAT,7,23,"""They fired the big gun[01]a little while ago![02]It was really neat!""",65,
AREAS022.DAT:7:24,AREAS022.DAT,7,24,"""Wait a minute...Haven't I[01]seen you somewhere before?[02]...[0B]...[0B]...Hmmm, I guess[01]not--I mean, what would[01]a bunch of kids like you[02]being doing in a military[01]installation like this,[01]right?""",186,
AREAS022.DAT:7:25,AREAS022.DAT,7,25,"""Every so often, we get a[01]bunch of strange-looking[01]people coming in here.[02]They don't tell us who[01]they are or why they're[01]here...[02]We're just guards, so[01]they never tell us what's[01]going on.""",188,
AREAS022.DAT:7:26,AREAS022.DAT,7,26,"""They fired the Carronade[01]a little while ago.[02]If we're at peace right[01]now, I wonder who they were[01]firing at...""",112,
AREAS022.DAT:7:27,AREAS022.DAT,7,27,"""That monster attacking the[01]capital sounds pretty[01]frightening...[02]What'll I do if they order[01]me to go to the capital?[02]Maybe I should just run[01]away...I'd rather be a[01]deserter than dead!""",185,
AREAS022.DAT:7:29,AREAS022.DAT,7,29,"[14][81]A""Looking for the[01]General, ma'am?""",37,[14][81]
AREAS022.DAT:7:30,AREAS022.DAT,7,30,"[0C][06][14][81]A""Then you should go[01]through here and up[02]to the building on[01]the hill.""",75,
AREAS022.DAT:7:31,AREAS022.DAT,7,31,"[0C][06][14][82]B""Hey! What do think[01]you're doing!?""",41,
AREAS022.DAT:7:32,AREAS022.DAT,7,32,"[0C][06][14][82]B""You're just going to[01]go up there and hand[02][04]",50,
AREAS022.DAT:7:33,AREAS022.DAT,7,33,"[0C][05][14][03][03]""I told you from the[01]beginning that's what[01]I intended to do.""",67,
AREAS022.DAT:7:35,AREAS022.DAT,7,35,"[14][04][04]""Besides, I think[01][04][04] has also[02]realized that even[01]if the Empire does[02]get a hold of[01][04]",87,[14][04]
AREAS022.DAT:7:37,AREAS022.DAT,7,37,"""If you're looking for[01]General Rhun, he's this[01]way.""",53,
AREAS022.DAT:7:38,AREAS022.DAT,7,38,"""Hmmm...I feel like I've[01]seen that girl with the[01]wings somewhere before...""",76,
AREAS022.DAT:7:39,AREAS022.DAT,7,39,"""Hey...Weren't you in the[01]building on the hill?""",49,
AREAS022.DAT:7:40,AREAS022.DAT,7,40,"""Hm? Lord Yuna?[02]He was scheduled to have[01]returned from the capital[01]by now,[02]but with all that's going[01]on, he may have been[01]delayed somewhere.""",142,
AREAS022.DAT:7:41,AREAS022.DAT,7,41,"""I know I shouldn't talk[01]this way, but Lord Yuna[01]really gives me the creeps.[02]I mean, he's always going[01]around doing all sorts of[01]weird rituals and stuff.""",155,
AREAS022.DAT:7:42,AREAS022.DAT,7,42,"""Where's Lord Yuna?[02]Hmmm...He's probably stuck[01]somewhere between here and[01]the capital, I guess.""",97,
AREAS022.DAT:7:43,AREAS022.DAT,7,43,"""Yuna? He's that creepy[01]fellow that works for the[01]Army, right?""",64,
AREAS022.DAT:7:44,AREAS022.DAT,7,44,"""Have you heard?[02]They're gathering up the[01]surviving troops and are[02]planning an assault to[01]retake the capital!""",111,
AREAS022.DAT:7:45,AREAS022.DAT,7,45,"""I heard one of the[01]generals rounded up a[01]bunch of soldiers and[02]went with them to the[01]capital...""",98,
AREAS022.DAT:7:46,AREAS022.DAT,7,46,"""I don't get it--why[01]don't they just fire[02]the Carronade at the[01]capital? I bet that'd[01]kill that monster!""",105,
AREAS022.DAT:7:47,AREAS022.DAT,7,47,"""I don't envy the soldiers[01]their jobs![02]I mean, having to go off[01]to the capital and fight[01]monsters!?""",101,
AREAS022.DAT:7:48,AREAS022.DAT,7,48,"[14][06][05]""Sorry--I 'ave just[01]arrived 'ere,[02]and I 'ave not been[01]able to set up shop,[01]see?[02]Still, if there is[01]anything you want,[01]you can 'ave it!""[12][85][0C][93]Trade for items[01]Cash in stamp card[01]Never mind",188,[14][06]
AREAS022.DAT:7:50,AREAS022.DAT,7,50,"""Is that some kind of[01]joke? You don't have[01]enough money!""",58,
AREAS022.DAT:7:51,AREAS022.DAT,7,51,"""I heard there's a lot of[01]refugees gone to the[02]checkpoint to the south[01]as well as here...""",91,
AREAD024.DAT:8:0,AREAD024.DAT,8,0,"[0C][04][14][80]@""Pardon my[01]presumption,[02]but I believe you are[01]the God Emperor[01][04][06]...Yes?""",78,
AREAD024.DAT:8:1,AREAD024.DAT,8,1,"[0C][04][14][80]@""Pardon my[01]presumption,[02]but I believe you are[01]the God Emperor[01][04][06]...Yes?""",78,
AREAD024.DAT:8:2,AREAD024.DAT,8,2,"[0C][04][14][80]@""I have been[01]expecting you...[02]Ever since I saw the[01]flames rising from[02]the woods where I[01]had placed my[01]soldiers on watch.""",127,
AREAD024.DAT:8:3,AREAD024.DAT,8,3,"[0C][03][14][01][01]""Thou sayest thou[01]wert waiting for us?[02]Thou knowest of us[01]and what we are[01]then?""",86,
AREAD024.DAT:8:4,AREAD024.DAT,8,4,"[0C][04][14][80]@""Yes, Your Majesty.[02]You are the first[01]Emperor, [04][06],[02]who founded our[01]great Fou Empire.""",91,
AREAD024.DAT:8:6,AREAD024.DAT,8,6,"[0C][03][14][80]@""I'm afraid...Times[01]have changed, Your[01]Majesty...[0B]...[0B]""",61,
AREAD024.DAT:8:7,AREAD024.DAT,8,7,"[0C][03][14][80]@""You appear tired,[01]Majesty.[02]It is to be expected,[01]I suppose--[02]you have just awoken[01]from a long, long[01]sleep,[02]and you are not[01]exactly...complete,[01]are you?""",159,
AREAD024.DAT:8:9,AREAD024.DAT,8,9,"[0C][03][14][80]@""Alas, it is as you[01]say, my lord.[02]For now, we would[01]have you sleep[01]once more.""",84,
AREAD024.DAT:8:10,AREAD024.DAT,8,10,"[0C][03][14][02][02]""I wouldst call thee[01]foolish...[0B][02]But thou art mortal.[01]Thou cannot go[01]against thy nature,[02]no more than a fish[01]could walketh upon[01]the firmament.""",149,
AREAD024.DAT:8:13,AREAD024.DAT,8,13,"[0C][06][14][80]@""Trying to buy time[01]are you, Majesty?""",44,
AREAD024.DAT:8:14,AREAD024.DAT,8,14,"[0C][06][14][80]@""Set fire to the[01]trees.[02]We must stop him[01]before he recovers[01]his full strength.""",85,
AREAS025.DAT:7:1,AREAS025.DAT,7,1,"""Welcome to Shikk, home of[01]the best sailors in the[01]world![02]Know why? 'Cause Shikk is[01]on the only non-mud sea in[01]the world, that's why!""",135,
AREAS025.DAT:7:2,AREAS025.DAT,7,2,"""My dad's a sailor![02]I'm waiting for his ship to[01]get in!""",57,
AREAS025.DAT:7:3,AREAS025.DAT,7,3,"""Huh? You want to know[01]whose boat that is?[02]I don't know, but whoever[01]the owner is, he's probably[01]at the pub.""",110,
AREAS025.DAT:7:4,AREAS025.DAT,7,4,"""I heard that the[01]Checkpoint's been closed[02]and that it's hard to get[01]here...[02]I wonder if we'll be able[01]to get out all right...?""",129,
AREAS025.DAT:7:5,AREAS025.DAT,7,5,"""You can't fish in the Sea[01]of Mud, but you can fish[01]here, you know!""",69,
AREAS025.DAT:7:6,AREAS025.DAT,7,6,"""They say this ocean[01]stretches all the way to[01]the western continent.""",70,
AREAS025.DAT:7:8,AREAS025.DAT,7,8,"""Most of the menfolk of[01]this town are out on their[01]ships right now.""",69,
AREAS025.DAT:7:9,AREAS025.DAT,7,9,"""I heard that in some[01]places they have boats that[01]sail on the sand![02]I'd like to see one of them[01]someday--the boats here only[01]sail on water.""",141,
AREAS025.DAT:7:10,AREAS025.DAT,7,10,"[14][02][02]""Whaaaat!?[02]You wanna ride on[01]our ship?""",43,[14][02]
AREAS025.DAT:7:13,AREAS025.DAT,7,13,"""Looking to hire a ship,[01]are you?[02]Well then, you should talk[01]to those sailors there.""",86,
AREAS025.DAT:7:14,AREAS025.DAT,7,14,"""Welcome. Come in![02][19]",21,
AREAS025.DAT:7:15,AREAS025.DAT,7,15,"""Whoops--looks like[01]you're a little short[01]on zenny.""",53,
AREAS025.DAT:7:16,AREAS025.DAT,7,16,"""Rare items from[01]across the sea! Care[01]to take a look?""[12][84][0C][94]Buy[01]Sell[01]Trade[01]Never mind",84,
AREAS025.DAT:7:17,AREAS025.DAT,7,17,"[14][02][02]""Hey, I dunno who you[01]think you are,[02]but we don't let jus'[01]anyone on our ship,[01]y'know!""",91,[14][02]
AREAS025.DAT:7:18,AREAS025.DAT,7,18,"[14][02][02]""Besides...[02]We can't let anyone[01]who doesn't have the[02]blessing of the [05][02]God[01]of the Sea[06] come with[01]us--it's bad luck![02]Now be off with ya!""",140,[14][02]
AREAS025.DAT:7:19,AREAS025.DAT,7,19,"[14][02][02]""All of us sailors[01]get the blessing of[02]the [05][02]God of the Sea[06][01]before we go out on[01]our ships![02]We can't have anyone[01]without that blessing[01]on board, see?""",154,[14][02]
AREAS025.DAT:7:20,AREAS025.DAT,7,20,"""Huh? Looking for the[01]God of the Sea?[02]That road there leads[01]to the [05][02]Fane of the[01]Sea God[06].""",92,
AREAS025.DAT:7:21,AREAS025.DAT,7,21,"[14][02][02]""Whaaat!?[02]You say you went to[01]the Fane of the Sea[01]God!?""",60,[14][02]
AREAS025.DAT:7:23,AREAS025.DAT,7,23,"[14][02][02]""This must be an[01]omen...[02]A sign of the God of[01]the Sea's wishes...""",70,[14][02]
AREAS025.DAT:7:24,AREAS025.DAT,7,24,"[14][02][02]""All right then, who[01]am I to argue with[01]the God of the Sea?[02]You can come with us[01]on our ship if you[01]want!""",110,[14][02]
AREAS025.DAT:7:25,AREAS025.DAT,7,25,"[14][02][02]""Whoa![0B] Wait just a[01]minute there...[02]Don't tell me these[01]ladies here are[01]coming too?""",88,[14][02]
AREAS025.DAT:7:26,AREAS025.DAT,7,26,"[0C][06][14][83]D""Why wouldn't they?[01]You got a problem[01]with that?""",55,
AREAS025.DAT:7:27,AREAS025.DAT,7,27,"[14][02][02]""Yeah...I do.[02]We can't let women[01]on board our ship!""",56,[14][02]
AREAS025.DAT:7:28,AREAS025.DAT,7,28,"[14][02][02]""It's an old sailor's[01]rule--no women! It's[01]bad luck!""",57,[14][02]
AREAS025.DAT:7:29,AREAS025.DAT,7,29,"[14][02][02]""So, I'm sorry, but[01]you'll just have to[01]wait here!""",55,[14][02]
AREAS025.DAT:7:30,AREAS025.DAT,7,30,"[14][C1]@""Um...But...Isn't[01]there anything we[01]can do?[02][14][84]EI mean, we've been[01]though a lot just to[01]get here.[02]No matter how bad it[01]might be, I'm sure we[01]can handle it!""",159,[14][C1]
